order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2051547,9490,prior,5,4,14,19.0
94129,9490,prior,6,5,7,30.0
178011,9490,prior,7,6,10,15.0
402440,9490,prior,8,3,11,4.0
809559,9490,prior,9,6,20,30.0
2266170,9490,test,10,0,12,30.0
1799844,9539,prior,1,3,2,
2725832,9539,prior,2,5,13,30.0
128228,9539,prior,3,6,12,30.0
2674765,9539,prior,4,2,13,3.0
1225281,9539,test,5,4,22,2.0
2973713,9618,prior,1,1,9,
3316247,9618,prior,2,2,9,8.0
748249,9618,prior,3,3,10,8.0
2641473,9618,prior,4,3,16,30.0
1744442,9618,prior,5,3,12,7.0
3419974,9618,prior,6,4,9,8.0
311432,9618,prior,7,3,13,13.0
3214455,9618,prior,8,4,10,22.0
2239227,9618,prior,9,0,14,10.0
1630679,9618,prior,10,4,11,11.0
1085864,9618,prior,11,5,13,8.0
2917344,9618,prior,12,2,10,4.0
1647556,9618,prior,13,1,15,6.0
3159501,9618,prior,14,2,9,30.0
1036962,9618,prior,15,3,10,8.0
523524,9618,prior,16,2,9,13.0
2352884,9618,prior,17,3,8,8.0
725532,9618,prior,18,5,11,9.0
1984715,9618,prior,19,2,11,4.0
1665464,9618,prior,20,3,17,8.0
330130,9618,prior,21,2,7,6.0
3319788,9618,prior,22,1,23,13.0
634527,9618,prior,23,2,14,15.0
1071269,9618,prior,24,2,21,7.0
2989697,9618,prior,25,0,17,5.0
1538719,9618,train,26,1,13,15.0
3185996,9809,prior,1,3,15,
2173584,9809,prior,2,4,12,15.0
1177830,9809,prior,3,3,15,30.0
2603175,9809,prior,4,3,13,28.0
1982178,9809,train,5,2,8,30.0
2463586,9904,prior,1,3,16,
1099052,9904,prior,2,0,17,30.0
469285,9904,prior,3,0,15,14.0
3294087,9904,prior,4,5,13,30.0
1819937,9904,train,5,6,13,30.0
2415528,10140,prior,1,1,14,
1356752,10140,prior,2,1,13,21.0
3136663,10140,prior,3,5,10,25.0
384798,10140,prior,4,2,11,25.0
398821,10140,prior,5,4,13,16.0
3359171,10140,prior,6,2,10,30.0
750343,10140,prior,7,2,12,30.0
3131344,10140,prior,8,5,11,30.0
96988,10140,prior,9,5,14,28.0
1762076,10140,prior,10,4,11,27.0
525074,10140,prior,11,5,11,8.0
2597497,10140,test,12,1,12,17.0
137836,10933,prior,1,1,13,
1739493,10933,prior,2,5,10,18.0
2531896,10933,prior,3,1,10,17.0
2898510,10933,prior,4,3,11,30.0
3346548,10933,prior,5,1,9,26.0
729005,10933,prior,6,1,10,30.0
1874648,10933,prior,7,4,15,30.0
1523883,10933,prior,8,4,16,28.0
621802,10933,test,9,6,17,30.0
2485181,11043,prior,1,2,13,
2582854,11043,prior,2,6,16,11.0
3109612,11043,prior,3,6,16,21.0
1768608,11043,train,4,0,13,30.0
1426416,11067,prior,1,6,13,
640214,11067,prior,2,0,12,8.0
2491908,11067,prior,3,6,17,27.0
1802073,11067,prior,4,6,14,21.0
2592149,11067,train,5,0,13,30.0
563943,11105,prior,1,2,15,
2094465,11105,prior,2,2,10,28.0
2936530,11105,prior,3,2,12,30.0
874950,11105,train,4,0,8,30.0
2089621,11176,prior,1,1,19,
1298308,11176,prior,2,0,23,6.0
1131623,11176,prior,3,2,16,2.0
3329145,11176,prior,4,2,15,7.0
2003246,11176,prior,5,4,17,2.0
2908746,11176,prior,6,0,13,3.0
671924,11176,prior,7,4,16,11.0
2232201,11176,prior,8,5,9,1.0
1179641,11176,prior,9,1,8,3.0
2486686,11176,prior,10,4,17,3.0
1605394,11176,prior,11,0,16,3.0
2387968,11176,prior,12,4,16,4.0
3534,11176,prior,13,0,14,3.0
1114184,11176,prior,14,2,17,9.0
3341221,11176,prior,15,2,16,7.0
104356,11176,prior,16,4,17,2.0
1969908,11176,prior,17,2,15,5.0
1990058,11176,prior,18,0,19,5.0
1613746,11176,prior,19,3,19,3.0
2305326,11176,prior,20,0,9,4.0
601615,11176,prior,21,0,10,7.0
1224096,11176,prior,22,1,16,1.0
2061078,11176,prior,23,0,15,6.0
2000840,11176,prior,24,1,14,1.0
1140337,11176,prior,25,0,16,6.0
6354,11176,prior,26,0,20,30.0
1060959,11176,prior,27,4,18,18.0
2613933,11176,prior,28,6,13,2.0
1875204,11176,prior,29,0,10,30.0
561640,11176,prior,30,2,11,9.0
1157905,11176,prior,31,3,20,1.0
1156413,11176,prior,32,0,11,11.0
2727689,11176,prior,33,2,16,2.0
1684899,11176,prior,34,6,1,4.0
1778755,11176,prior,35,3,15,4.0
1265749,11176,prior,36,0,10,4.0
2867314,11176,prior,37,0,16,7.0
2050034,11176,prior,38,4,16,11.0
2054753,11176,prior,39,0,21,3.0
2105219,11176,prior,40,4,13,11.0
2014761,11176,prior,41,0,16,10.0
2366026,11176,prior,42,0,19,7.0
360160,11176,prior,43,0,11,7.0
1059349,11176,prior,44,2,9,9.0
1902794,11176,prior,45,1,10,13.0
2378203,11176,prior,46,2,17,8.0
2415673,11176,prior,47,2,18,7.0
1003217,11176,train,48,2,14,7.0
1365699,11271,prior,1,4,12,
2094344,11271,prior,2,6,9,23.0
1651996,11271,prior,3,6,16,28.0
297169,11271,prior,4,3,23,30.0
2722335,11271,prior,5,3,19,7.0
2914494,11271,prior,6,6,14,30.0
340055,11271,prior,7,1,12,30.0
2920586,11271,prior,8,4,18,10.0
2643787,11271,prior,9,2,20,12.0
183196,11271,prior,10,6,14,25.0
1278803,11271,train,11,4,8,30.0
1273497,11294,prior,1,1,16,
1700390,11294,prior,2,3,14,30.0
1647857,11294,prior,3,4,16,15.0
1564430,11294,prior,4,3,17,30.0
1094597,11294,train,5,2,12,30.0
1095686,11438,prior,1,5,20,
1616492,11438,prior,2,0,17,9.0
1060551,11438,prior,3,6,18,6.0
2923339,11438,prior,4,2,18,17.0
657145,11438,prior,5,0,18,12.0
956688,11438,prior,6,1,14,8.0
1940220,11438,prior,7,6,18,30.0
2189156,11438,prior,8,6,19,7.0
437809,11438,prior,9,0,18,15.0
2087420,11438,prior,10,1,15,8.0
1812441,11438,prior,11,0,16,30.0
1006175,11438,test,12,6,17,30.0
2569821,11590,prior,1,6,2,
1635323,11590,prior,2,0,12,29.0
2820208,11590,prior,3,0,8,7.0
452727,11590,prior,4,0,10,21.0
2986740,11590,prior,5,3,7,30.0
736078,11590,prior,6,0,14,30.0
3147736,11590,prior,7,3,12,24.0
128700,11590,prior,8,2,14,30.0
1184085,11590,prior,9,1,10,30.0
1080603,11590,test,10,4,16,30.0
3289137,11848,prior,1,2,21,
2594843,11848,prior,2,6,13,30.0
1701260,11848,prior,3,3,9,11.0
2923664,11848,prior,4,1,12,19.0
2701811,11848,prior,5,1,17,30.0
2650946,11848,prior,6,6,16,12.0
1016267,11848,prior,7,0,15,29.0
701334,11848,prior,8,6,15,30.0
1752155,11848,test,9,0,18,1.0
2998285,11972,prior,1,4,19,
885038,11972,prior,2,0,19,10.0
1561426,11972,prior,3,1,13,15.0
534430,11972,prior,4,2,23,8.0
3057934,11972,prior,5,6,9,18.0
184756,11972,test,6,5,9,6.0
2475365,12041,prior,1,3,13,
3136671,12041,prior,2,6,10,3.0
236718,12041,prior,3,4,10,12.0
257820,12041,prior,4,1,12,4.0
3161997,12041,prior,5,1,11,21.0
3076385,12041,prior,6,4,10,24.0
605059,12041,prior,7,1,11,4.0
2617900,12041,prior,8,1,9,21.0
2296075,12041,prior,9,4,9,24.0
1115798,12041,prior,10,3,10,6.0
1595282,12041,prior,11,1,9,12.0
3064107,12041,train,12,5,9,30.0
1925209,12149,prior,1,0,10,
2068313,12149,prior,2,0,15,14.0
1636939,12149,prior,3,0,11,28.0
2258839,12149,prior,4,6,11,30.0
1120235,12149,prior,5,0,16,15.0
3411801,12149,train,6,1,10,30.0
698164,12479,prior,1,0,15,
1427577,12479,prior,2,1,11,8.0
1382179,12479,prior,3,5,14,4.0
513803,12479,prior,4,0,16,9.0
1480504,12479,prior,5,4,14,30.0
78764,12479,prior,6,1,17,25.0
3034079,12479,prior,7,4,12,3.0
1737976,12479,prior,8,5,11,8.0
927685,12479,prior,9,5,18,7.0
2917701,12479,prior,10,2,10,4.0
5059,12479,prior,11,5,11,24.0
659027,12479,train,12,4,18,13.0
3149832,12504,prior,1,0,12,
1486971,12504,prior,2,6,16,13.0
2221970,12504,prior,3,0,21,8.0
1779561,12504,prior,4,0,13,14.0
971405,12504,prior,5,1,13,8.0
1937874,12504,prior,6,0,13,30.0
1315802,12504,prior,7,0,14,30.0
1140089,12504,test,8,2,16,30.0
2714080,13242,prior,1,6,7,
2298841,13242,prior,2,4,10,30.0
1243699,13242,prior,3,5,6,29.0
2057705,13242,prior,4,3,19,30.0
592357,13242,prior,5,4,11,8.0
375972,13242,prior,6,6,11,16.0
2311204,13242,test,7,5,10,6.0
1066614,13600,prior,1,6,5,
1776357,13600,prior,2,1,23,30.0
176359,13600,prior,3,0,10,13.0
228877,13600,prior,4,5,6,30.0
208012,13600,prior,5,4,5,30.0
250261,13600,train,6,6,7,9.0
2226577,13994,prior,1,1,14,
2946706,13994,prior,2,1,17,7.0
3299009,13994,prior,3,1,16,30.0
1227618,13994,train,4,1,14,30.0
3356214,14543,prior,1,2,15,
722058,14543,prior,2,2,13,14.0
1362622,14543,prior,3,4,13,23.0
1522254,14543,prior,4,5,13,15.0
2762732,14543,prior,5,3,17,19.0
2365304,14543,train,6,2,13,27.0
2513614,14628,prior,1,4,21,
2688338,14628,prior,2,3,18,6.0
3261344,14628,prior,3,2,13,6.0
1424568,14628,prior,4,1,16,6.0
2438516,14628,prior,5,0,17,6.0
1741706,14628,train,6,1,17,8.0
2993855,14746,prior,1,5,16,
3240412,14746,prior,2,1,12,10.0
10461,14746,prior,3,4,9,10.0
2163309,14746,prior,4,1,11,11.0
96568,14746,prior,5,3,10,9.0
1859148,14746,prior,6,2,8,13.0
2198498,14746,prior,7,1,10,6.0
835112,14746,prior,8,1,10,7.0
1621583,14746,prior,9,1,14,7.0
1101127,14746,prior,10,1,8,14.0
2772791,14746,prior,11,1,11,28.0
3288080,14746,train,12,3,9,2.0
486985,14767,prior,1,4,9,
237644,14767,prior,2,4,13,7.0
3225247,14767,prior,3,3,12,13.0
393103,14767,prior,4,2,10,13.0
1822236,14767,prior,5,5,10,3.0
70153,14767,prior,6,1,13,3.0
416586,14767,prior,7,3,6,9.0
1895202,14767,prior,8,5,13,9.0
2855346,14767,prior,9,2,8,4.0
1299381,14767,prior,10,5,10,3.0
2117925,14767,prior,11,3,16,12.0
2857771,14767,prior,12,4,11,8.0
1411491,14767,prior,13,0,14,10.0
1172972,14767,prior,14,1,8,8.0
211942,14767,prior,15,6,16,5.0
441779,14767,train,16,2,23,3.0
759829,14831,prior,1,5,11,
3150957,14831,prior,2,5,13,0.0
770433,14831,prior,3,5,12,7.0
1929665,14831,prior,4,2,15,4.0
1165501,14831,prior,5,4,20,2.0
2200687,14831,prior,6,2,11,5.0
2353400,14831,prior,7,3,0,15.0
1854226,14831,prior,8,2,12,6.0
2168328,14831,prior,9,2,13,7.0
2103587,14831,prior,10,5,11,3.0
2583168,14831,prior,11,3,12,5.0
1401665,14831,prior,12,3,10,7.0
3261552,14831,prior,13,2,11,6.0
2539545,14831,prior,14,2,12,7.0
931952,14831,prior,15,2,13,7.0
2308433,14831,prior,16,2,11,7.0
1938031,14831,prior,17,2,12,7.0
2152486,14831,prior,18,1,20,6.0
1235587,14831,prior,19,1,20,7.0
3280601,14831,prior,20,2,0,8.0
3254851,14831,prior,21,3,10,8.0
323501,14831,prior,22,1,21,5.0
359355,14831,prior,23,1,17,7.0
2635927,14831,prior,24,2,11,8.0
3036284,14831,prior,25,2,13,7.0
1400762,14831,prior,26,2,7,7.0
1182209,14831,prior,27,2,15,30.0
987747,14831,prior,28,4,14,9.0
3002855,14831,prior,29,4,16,7.0
158849,14831,prior,30,3,16,6.0
1511888,14831,prior,31,5,8,9.0
1538722,14831,prior,32,6,14,1.0
2879149,14831,prior,33,3,13,11.0
1229479,14831,prior,34,5,19,9.0
2469291,14831,prior,35,2,11,11.0
2939583,14831,prior,36,6,12,4.0
3123395,14831,prior,37,4,18,30.0
3141002,14831,test,38,4,13,30.0
1460449,14927,prior,1,3,20,
2696728,14927,prior,2,4,9,29.0
3143109,14927,prior,3,4,18,21.0
2476432,14927,prior,4,0,21,30.0
930206,14927,prior,5,1,7,30.0
384006,14927,prior,6,4,7,30.0
2056023,14927,prior,7,5,8,30.0
1180206,14927,prior,8,1,7,30.0
208145,14927,prior,9,1,7,28.0
3202483,14927,prior,10,4,9,30.0
1638005,14927,test,11,1,10,30.0
2306575,15135,prior,1,1,14,
2960533,15135,prior,2,5,17,25.0
2303788,15135,prior,3,3,15,5.0
2533497,15135,prior,4,5,12,2.0
2272251,15135,prior,5,6,20,8.0
2245273,15135,prior,6,4,19,5.0
3226620,15135,prior,7,4,19,7.0
619649,15135,train,8,4,17,30.0
1001044,15334,prior,1,3,19,
2421626,15334,prior,2,6,13,30.0
1206681,15334,prior,3,1,10,30.0
1194251,15334,prior,4,5,10,25.0
807971,15334,prior,5,5,9,7.0
2877571,15334,prior,6,6,8,30.0
3077984,15334,prior,7,4,8,12.0
2120184,15334,train,8,5,18,30.0
2969093,15389,prior,1,4,8,
37489,15389,prior,2,1,13,30.0
1401468,15389,prior,3,1,15,30.0
790199,15389,prior,4,3,16,16.0
997806,15389,prior,5,6,15,17.0
3356975,15389,prior,6,1,14,30.0
846786,15389,prior,7,0,16,30.0
1116392,15389,train,8,4,17,18.0
2831435,16028,prior,1,4,20,
1253796,16028,prior,2,1,14,18.0
1471154,16028,prior,3,6,11,12.0
2698048,16028,train,4,3,12,30.0
1279529,16384,prior,1,1,11,
1815150,16384,prior,2,5,11,11.0
2229212,16384,prior,3,1,18,10.0
2060113,16384,prior,4,3,9,9.0
527572,16384,prior,5,2,17,13.0
2884183,16384,prior,6,5,10,3.0
92582,16384,prior,7,1,13,10.0
827425,16384,prior,8,3,12,16.0
927915,16384,test,9,2,11,13.0
1045375,16625,prior,1,0,10,
2147942,16625,prior,2,3,7,24.0
1141957,16625,prior,3,4,15,29.0
375666,16625,prior,4,1,13,30.0
620318,16625,prior,5,4,12,10.0
2490774,16625,prior,6,6,17,16.0
767492,16625,prior,7,4,13,30.0
49892,16625,train,8,6,14,16.0
1744662,16884,prior,1,5,11,
1943733,16884,prior,2,3,17,12.0
2722853,16884,prior,3,4,16,22.0
1978755,16884,prior,4,5,11,8.0
3356853,16884,prior,5,5,11,7.0
1626686,16884,prior,6,2,15,25.0
145566,16884,prior,7,4,17,2.0
1592154,16884,prior,8,4,14,14.0
2756679,16884,prior,9,4,11,14.0
1630750,16884,prior,10,4,9,14.0
2462218,16884,prior,11,3,12,13.0
1398811,16884,prior,12,1,16,12.0
2389942,16884,prior,13,1,17,0.0
32518,16884,prior,14,6,11,5.0
1899666,16884,prior,15,3,12,4.0
1809655,16884,prior,16,2,10,13.0
2610190,16884,prior,17,3,8,8.0
421042,16884,prior,18,5,14,2.0
793293,16884,prior,19,3,23,12.0
1871859,16884,prior,20,3,11,14.0
3215753,16884,prior,21,6,8,3.0
1370211,16884,prior,22,5,10,6.0
3084167,16884,prior,23,2,16,18.0
2424019,16884,prior,24,4,11,2.0
1633772,16884,prior,25,4,12,7.0
18220,16884,prior,26,1,10,25.0
147629,16884,prior,27,1,16,7.0
2181334,16884,train,28,5,9,11.0
378672,16955,prior,1,1,2,
916514,16955,prior,2,5,5,4.0
1380597,16955,prior,3,6,7,8.0
2152182,16955,prior,4,5,9,6.0
2518299,16955,prior,5,4,14,6.0
2410713,16955,prior,6,3,22,6.0
2877344,16955,prior,7,1,16,5.0
940012,16955,prior,8,0,15,20.0
1024825,16955,prior,9,6,8,6.0
1144836,16955,prior,10,6,6,7.0
1481330,16955,prior,11,5,8,6.0
2401394,16955,prior,12,6,7,15.0
534665,16955,prior,13,3,9,4.0
185862,16955,prior,14,1,7,5.0
1230424,16955,prior,15,2,5,8.0
1245064,16955,prior,16,3,6,8.0
3408694,16955,prior,17,0,7,4.0
2520266,16955,prior,18,4,18,4.0
2503268,16955,prior,19,4,20,7.0
1434057,16955,prior,20,0,8,10.0
1574449,16955,prior,21,0,11,7.0
588595,16955,prior,22,2,6,30.0
2663379,16955,prior,23,1,6,6.0
50699,16955,prior,24,3,13,2.0
1608401,16955,prior,25,6,7,10.0
2260239,16955,prior,26,4,6,5.0
2633547,16955,prior,27,2,6,5.0
566217,16955,prior,28,2,15,7.0
59018,16955,train,29,0,14,5.0
465341,17744,prior,1,0,15,
1616358,17744,prior,2,6,18,6.0
3300507,17744,prior,3,2,22,10.0
535813,17744,prior,4,2,8,7.0
2063672,17744,prior,5,3,15,8.0
1722653,17744,prior,6,6,23,3.0
2952440,17744,prior,7,3,22,30.0
898827,17744,prior,8,6,15,30.0
2250128,17744,prior,9,6,9,30.0
710208,17744,test,10,0,15,30.0
2091223,18280,prior,1,2,13,
245008,18280,prior,2,2,13,7.0
1587315,18280,prior,3,0,11,5.0
565838,18280,test,4,2,16,30.0
2353405,18426,prior,1,3,12,
1760895,18426,prior,2,0,14,4.0
2788317,18426,prior,3,3,13,10.0
2869071,18426,prior,4,1,13,5.0
3362914,18426,prior,5,3,9,9.0
216904,18426,prior,6,4,13,8.0
3185990,18426,prior,7,1,10,4.0
1484956,18426,prior,8,3,11,9.0
1990362,18426,prior,9,2,13,13.0
80314,18426,prior,10,3,9,8.0
3116006,18426,prior,11,3,9,7.0
1393204,18426,prior,12,5,11,2.0
844182,18426,prior,13,6,12,1.0
2236265,18426,prior,14,4,13,5.0
2408198,18426,prior,15,3,10,6.0
3107396,18426,prior,16,4,9,8.0
1499555,18426,prior,17,3,12,6.0
1538708,18426,prior,18,3,12,14.0
3133018,18426,prior,19,6,9,24.0
3105085,18426,prior,20,5,15,6.0
2511396,18426,prior,21,3,16,19.0
1923724,18426,prior,22,4,10,8.0
2986074,18426,prior,23,1,15,4.0
107125,18426,prior,24,5,10,18.0
40211,18426,prior,25,2,15,30.0
461008,18426,prior,26,6,13,18.0
2293251,18426,prior,27,6,12,14.0
2069774,18426,prior,28,0,14,8.0
1660801,18426,prior,29,2,15,9.0
565920,18426,prior,30,1,12,13.0
974655,18426,prior,31,3,11,9.0
2497551,18426,prior,32,3,15,14.0
1136479,18426,prior,33,6,11,3.0
2972322,18426,prior,34,2,13,10.0
563571,18426,prior,35,5,13,17.0
36436,18426,train,36,0,15,9.0
289063,18512,prior,1,6,10,
391984,18512,prior,2,6,6,7.0
230838,18512,prior,3,4,16,5.0
1285163,18512,prior,4,1,16,11.0
692822,18512,prior,5,0,12,6.0
149724,18512,prior,6,1,16,8.0
2079813,18512,prior,7,0,11,6.0
1905589,18512,prior,8,0,10,7.0
744756,18512,prior,9,2,17,9.0
3271558,18512,train,10,4,15,16.0
64925,18744,prior,1,4,16,
1207796,18744,prior,2,4,19,28.0
2173406,18744,prior,3,5,16,1.0
1008910,18744,prior,4,1,17,10.0
616837,18744,prior,5,3,18,2.0
3406663,18744,prior,6,0,18,4.0
2638276,18744,prior,7,1,18,1.0
2415077,18744,prior,8,3,17,2.0
1430876,18744,prior,9,5,18,2.0
145913,18744,train,10,5,20,0.0
2868139,19594,prior,1,3,13,
381028,19594,prior,2,3,15,14.0
1321502,19594,prior,3,0,15,11.0
503665,19594,prior,4,4,10,30.0
1007566,19594,prior,5,4,11,7.0
1504864,19594,prior,6,0,20,10.0
3093486,19594,prior,7,1,12,8.0
1542139,19594,prior,8,0,20,27.0
2295223,19594,prior,9,6,16,20.0
3177615,19594,prior,10,0,21,15.0
641269,19594,prior,11,5,8,12.0
697175,19594,prior,12,0,16,30.0
1255730,19594,prior,13,0,16,28.0
315882,19594,prior,14,6,20,6.0
2441759,19594,prior,15,1,13,16.0
1007265,19594,prior,16,2,12,15.0
3320054,19594,prior,17,0,15,19.0
3365053,19594,prior,18,0,15,30.0
1636192,19594,prior,19,0,16,7.0
2473633,19594,prior,20,0,18,7.0
846714,19594,prior,21,1,20,8.0
2706096,19594,train,22,0,18,30.0
3376752,19656,prior,1,0,8,
313803,19656,prior,2,0,8,30.0
1929045,19656,prior,3,1,7,30.0
68167,19656,prior,4,1,13,30.0
3123973,19656,prior,5,0,8,13.0
2540810,19656,prior,6,0,9,30.0
474993,19656,prior,7,0,10,21.0
1728290,19656,prior,8,3,14,30.0
367045,19656,prior,9,1,20,30.0
1140303,19656,test,10,2,20,15.0
2963266,19836,prior,1,0,12,
3377347,19836,prior,2,4,18,4.0
2772677,19836,prior,3,6,16,2.0
978429,19836,prior,4,6,16,0.0
2128275,19836,prior,5,1,14,2.0
542324,19836,prior,6,5,19,18.0
1600865,19836,prior,7,0,15,9.0
2963727,19836,prior,8,3,16,3.0
1634699,19836,prior,9,6,8,3.0
1517688,19836,prior,10,3,20,4.0
931126,19836,train,11,1,15,5.0
2699256,19884,prior,1,3,8,
2336256,19884,prior,2,1,14,5.0
141769,19884,prior,3,2,17,30.0
3004486,19884,prior,4,3,17,1.0
1456658,19884,prior,5,6,23,30.0
708101,19884,prior,6,6,18,14.0
2868826,19884,prior,7,0,10,15.0
3411939,19884,prior,8,2,20,9.0
3000117,19884,prior,9,3,17,29.0
787168,19884,prior,10,1,10,5.0
2161006,19884,prior,11,2,11,15.0
1706539,19884,prior,12,4,10,9.0
676770,19884,prior,13,1,20,4.0
2679834,19884,prior,14,1,7,14.0
2990473,19884,prior,15,5,14,30.0
3293315,19884,prior,16,4,22,6.0
1559050,19884,train,17,0,22,30.0
2564083,19937,prior,1,5,16,
767552,19937,prior,2,1,15,3.0
1880909,19937,prior,3,3,11,2.0
2511873,19937,prior,4,0,13,11.0
2659402,19937,prior,5,4,11,11.0
2834015,19937,prior,6,3,13,13.0
1181637,19937,prior,7,5,13,30.0
227704,19937,prior,8,5,15,14.0
3051444,19937,prior,9,2,12,11.0
1281525,19937,prior,10,2,13,7.0
729057,19937,test,11,3,10,22.0
2603213,20195,prior,1,2,8,
1027819,20195,prior,2,1,14,13.0
2067422,20195,prior,3,1,12,28.0
3075756,20195,prior,4,6,10,30.0
1829347,20195,prior,5,2,12,10.0
2493665,20195,prior,6,1,14,30.0
3368406,20195,prior,7,2,12,29.0
1914698,20195,prior,8,5,12,30.0
3134474,20195,prior,9,3,15,5.0
1945811,20195,prior,10,6,11,30.0
2445206,20195,prior,11,6,11,30.0
2325384,20195,prior,12,2,13,30.0
2728192,20195,test,13,4,11,16.0
622951,20341,prior,1,1,11,
244322,20341,prior,2,0,14,6.0
1472877,20341,prior,3,0,7,7.0
769396,20341,prior,4,5,15,5.0
929033,20341,prior,5,5,12,7.0
1317417,20341,prior,6,5,8,7.0
952526,20341,prior,7,5,14,14.0
2792441,20341,prior,8,5,8,7.0
1848594,20341,prior,9,0,11,9.0
2486529,20341,prior,10,5,13,5.0
394373,20341,prior,11,5,12,7.0
2701519,20341,prior,12,5,11,7.0
2885366,20341,prior,13,6,8,8.0
1409877,20341,prior,14,5,12,6.0
2158528,20341,train,15,5,11,7.0
2132503,20784,prior,1,0,17,
2554441,20784,prior,2,3,20,17.0
3069452,20784,prior,3,0,20,30.0
50945,20784,prior,4,3,19,17.0
672798,20784,train,5,4,19,22.0
2071952,21400,prior,1,5,0,
2238930,21400,prior,2,5,7,7.0
1033441,21400,prior,3,5,22,7.0
1784115,21400,prior,4,5,7,7.0
3356101,21400,prior,5,0,10,2.0
3156601,21400,train,6,2,19,2.0
286377,21401,prior,1,1,15,
1282193,21401,prior,2,0,10,13.0
2368192,21401,prior,3,3,11,30.0
690866,21401,prior,4,6,11,24.0
2626468,21401,prior,5,6,12,30.0
1613704,21401,prior,6,1,16,9.0
371664,21401,test,7,6,14,19.0
3249839,21915,prior,1,2,11,
3345942,21915,prior,2,1,8,13.0
2167794,21915,prior,3,3,14,30.0
450513,21915,prior,4,3,14,7.0
150418,21915,prior,5,2,9,13.0
1862814,21915,prior,6,2,11,14.0
709818,21915,prior,7,1,11,13.0
1611337,21915,prior,8,1,11,21.0
844791,21915,prior,9,2,15,8.0
1644961,21915,prior,10,1,13,6.0
2244698,21915,prior,11,1,16,14.0
2286763,21915,prior,12,1,9,14.0
1525533,21915,prior,13,1,9,7.0
1849547,21915,prior,14,1,12,14.0
3302735,21915,prior,15,2,7,15.0
2850939,21915,prior,16,2,15,7.0
27803,21915,prior,17,3,9,8.0
246739,21915,prior,18,1,10,12.0
2286318,21915,prior,19,1,9,7.0
1963147,21915,prior,20,1,10,14.0
1421451,21915,prior,21,1,11,7.0
870241,21915,prior,22,1,15,7.0
2316868,21915,prior,23,2,12,8.0
2019323,21915,prior,24,4,12,9.0
2649463,21915,prior,25,3,11,13.0
1913605,21915,prior,26,1,5,12.0
1624703,21915,prior,27,3,15,9.0
459454,21915,prior,28,3,11,14.0
2820140,21915,prior,29,3,11,7.0
2613542,21915,train,30,5,14,9.0
1192837,22169,prior,1,5,14,
788492,22169,prior,2,4,14,20.0
2077593,22169,prior,3,5,15,22.0
566492,22169,prior,4,5,10,30.0
1826483,22169,prior,5,5,8,14.0
421312,22169,prior,6,5,16,14.0
855697,22169,test,7,6,10,30.0
701020,22258,prior,1,6,9,
453927,22258,prior,2,1,21,23.0
2339028,22258,prior,3,6,17,12.0
220231,22258,prior,4,6,6,21.0
2438224,22258,prior,5,1,19,30.0
3420653,22258,prior,6,5,19,11.0
3403476,22258,prior,7,5,20,21.0
2174322,22258,prior,8,4,21,30.0
1044096,22258,prior,9,1,21,30.0
637489,22258,train,10,1,18,30.0
496510,22297,prior,1,4,18,
2111336,22297,prior,2,6,8,2.0
2831756,22297,prior,3,4,17,5.0
2103861,22297,prior,4,0,17,3.0
552924,22297,prior,5,2,18,2.0
563966,22297,prior,6,6,16,11.0
27647,22297,prior,7,2,8,17.0
2330320,22297,prior,8,0,13,5.0
1755185,22297,prior,9,0,17,7.0
2928379,22297,prior,10,5,20,12.0
2674225,22297,prior,11,2,14,25.0
976563,22297,prior,12,5,10,10.0
490964,22297,prior,13,4,16,6.0
278454,22297,prior,14,2,17,30.0
1162917,22297,test,15,5,17,10.0
233831,22518,prior,1,4,16,
1860563,22518,prior,2,3,8,6.0
2350484,22518,prior,3,5,7,9.0
3200448,22518,prior,4,3,19,12.0
2074095,22518,prior,5,6,16,3.0
2100243,22518,prior,6,3,8,4.0
79133,22518,prior,7,4,13,15.0
215143,22518,prior,8,0,4,3.0
1389519,22518,prior,9,4,8,4.0
1243418,22518,prior,10,2,7,12.0
371776,22518,prior,11,6,7,30.0
889818,22518,prior,12,0,16,29.0
1709189,22518,prior,13,4,16,4.0
3042030,22518,train,14,0,10,17.0
1970902,22579,prior,1,6,11,
2126031,22579,prior,2,0,16,8.0
618138,22579,prior,3,0,9,30.0
2710691,22579,prior,4,6,16,27.0
3303765,22579,train,5,6,13,28.0
1136168,22643,prior,1,2,9,
2235246,22643,prior,2,5,13,3.0
2659790,22643,prior,3,5,14,14.0
2613396,22643,prior,4,6,10,1.0
1273222,22643,prior,5,1,19,9.0
3410257,22643,prior,6,3,14,2.0
2245522,22643,prior,7,1,8,19.0
2101374,22643,prior,8,2,15,8.0
2371502,22643,prior,9,6,15,4.0
1692804,22643,prior,10,3,9,11.0
975630,22643,prior,11,5,9,2.0
556912,22643,prior,12,0,12,9.0
